ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p001	leafcutter_p_value	JumPmin	Type	TurboMajorPsiGroup1	TurboMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	logitRegP	TotalCountG1	TotalCountG2	ttestRegP
ASM139	2	3	2375	1980	0.738599797	0.005581165	1	0.61	NA	NA	SE	1	0.996666667	1	0.996666667	0.996969697	0.991388532	0.994	0.998	0.458193123	111.6666667	154.3333333	0.458193123
ASM140	3	13	17194	25611	0.585909084	0.016415213	4.44E-05	0.735	0.024	0.0436	NA	0.93	0.975333333	0.93	0.975333333	0.669190094	0.685605308	0.999	1	0.325384855	1076.333333	760.3333333	0.325384855
ASM141	2	4	0	512	NA	0.978701826	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.978701826	0	NA	NA	1	32	0	1
ASM142	2	4	5151	8189	0.479451707	0.011487556	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.963113054	0.951625498	NA	NA	0.491236281	441	307	0.491236281
ASM143	10	35	241	3617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333	0	NA
ASM144	2	3	494	717	0.824872134	0.017910577	0.187	0.791	NA	0.479	SE	0.877666667	0.812666667	0.877666667	0.812666667	0.785243412	0.803153989	0.806	0.864	0.576827846	56	46	0.576827846
ASM145	2	3	588	622	0.402431081	0.026126873	0.0177	0.874	NA	NA	SE	0.985666667	0.922666667	0.985666667	0.922666667	0.97135134	0.945224467	0.889	0.977	0.211576289	57.66666667	48.66666667	0.211576289
ASM146	2	3	1591	1088	0.333882887	0	1	0.61	NA	NA	NA	1	0.989	1	0.989	1	1	0.998	0.997	1	86.66666667	122.6666667	1
ASM147	2	3	1288	908	0.951453234	0.037377382	0.28	0.709	0.175	0.264	SE	0.536333333	0.601666667	0.536333333	0.601666667	0.592551893	0.555174511	0.612	0.631	0.008595377	86.66666667	122.6666667	0.008595377
ASM148	6	14	3824	4680	0.089268207	0.04656353	0.187	0.791	NA	0.479	NA	0.877666667	0.812666667	0.877666667	0.812666667	0.709462058	0.665401576	0.969	0.995	0.147917892	62	55	0.147917892
ASM149	5	8	1006	1064	0.380905281	0.049227692	0.0177	0.874	NA	NA	NA	0.985666667	0.922666667	0.985666667	0.922666667	0.879054917	0.829827225	0.995	0.977	0.371805882	62	55	0.371805882
ASM150	6	9	2747	1895	0.990854055	0.037377382	0.28	0.709	0.175	0.264	NA	0.768166667	0.795333333	0.768166667	0.795333333	0.592551893	0.555174511	0.998	0.997	0.008595377	86.66666667	122.6666667	0.008595377
ASM151	2	3	2685	1633	0.52154684	0.014163319	0.295	0.678	0.202	0.27	SE	0.89	0.852666667	0.89	0.852666667	0.826314953	0.840478271	0.875	0.88	0.24308296	119	191	0.24308296
ASM152	2	3	2237	1454	0.806339711	0.022936252	1	0.755	0.0448	0.243	SE	0.816333333	0.813	0.816333333	0.813	0.826314953	0.849251205	0.995	0.989	0.090094792	119	191	0.090094792
ASM153	10	31	22052	17871	0.985783359	NA	0.306	0.751	0.187	0.257	NA	0.774666667	0.782111111	0.774666667	0.782111111	NA	NA	0.997	0.999	NA	0	0.666666667	NA
ASM154	5	11	5436	8086	0.16236032	0.031754944	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.968828943	0.937073998	0.993	0.991	0.153205953	308	224.6666667	0.153205953
ASM155	4	7	58	5	0.898350332	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.666666667	3.333333333	NA
ASM156	10	9	5301	4170	0.904256707	0.012670578	0.697	0.611	NA	NA	NA	0.987444444	0.996	0.987444444	0.996	0.980003219	0.992673798	0.999	0.999	0.25661601	187	273.6666667	0.25661601
ASM157	10	8	2328	1014	NA	0.012676985	0.445	0.749	NA	0.481	NA	0.940166667	0.976	0.940166667	0.976	0.619585889	0.626200009	0.997	0.96	0.547851026	38.33333333	88.33333333	0.547851026
ASM158	2	4	2381	1035	0.400622987	0.027124554	NA	0.766	0.301	0.54	NA	NA	NA	NA	NA	0.756324124	0.783448678	0.812	0.714	0.045304962	46.66666667	117	0.045304962
ASM159	7	11	25427	17514	NA	0.010388923	1	0.636	0.568	0.78	NA	0.868333333	0.864	0.868333333	0.864	0.704473701	0.714862624	1	1	0.523477974	779	1227.666667	0.523477974
ASM160	4	6	8860	6024	0.28960132	0.112450534	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.732665862	0.620215329	1	1	0.028958407	779	1227	0.028958407
ASM161	6	11	8742	7888	0.627966652	0.035405259	0.0207	0.985	0.0303	0.0525	NA	0.786083333	0.807666667	0.786083333	0.807666667	0.616581269	0.651986528	0.813	0.774	0.119344491	655	788	0.119344491
ASM162	4	5	2310	2110	0.506529673	0.029082913	NA	0.703	0.0303	0.513	NA	NA	NA	NA	NA	0.79860859	0.770164247	0.982	0.986	0.419869531	185	229.6666667	0.419869531
ASM163	2	4	2530	2353	0.277385654	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	228.6666667	282.6666667	1
ASM164	4	27	5561	3579	0.003026833	0.100700746	0.000158	1	0.000622	0.000427	NA	0.787	0.849333333	0.787	0.849333333	0.537835249	0.437134503	0.966	0.994	0.233149538	27	42	0.233149538
ASM165	8	12	4833	3133	0.706010163	0.035714286	NA	0.684	NA	NA	NA	NA	NA	NA	NA	0.976190476	0.964285714	0.927	0.984	0.422649731	14	26.33333333	0.422649731
ASM166	2	3	7889	9929	1	0.054676321	1	0.685	0.916	0.94	SE	0.765	0.77	0.765	0.77	0.72011978	0.7747961	0.753	0.744	0.122093633	540.6666667	449.3333333	0.122093633
ASM167	6	11	44705	25951	0.988703454	0.004454102	NA	0.882	NA	0.0438	NA	NA	NA	NA	NA	0.93861642	0.942500722	0.961	0.953	0.778599512	342.6666667	616.3333333	0.778599512
ASM168	9	14	60833	62571	NA	0.017377678	0.991	0.67	0.845	0.67	NA	0.843	0.852333333	0.843	0.852333333	0.841591217	0.85776014	1	1	0.418814634	1268.666667	1322	0.418814634
ASM169	2	21	1494	130	0.910804614	NA	NA	NA	NA	0.198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	16.33333333	NA
ASM170	8	19	1474	1052	0.182370599	0.087380171	0.0018	0.808	NA	0.0278	NA	0.576666667	0.621166667	0.576666667	0.621166667	0.437179487	0.487047898	0.89	0.989	0.088329662	23.66666667	37	0.088329662
ASM171	7	30	52235	39630	2.09E-06	0.020650252	0.00106	0.982	0.0398	0.00106	NA	0.8044	0.837066667	0.8044	0.837066667	0.371953057	0.3894498	0.986	0.986	0.042502022	604	790.6666667	0.042502022
ASM172	3	28	35326	20115	0.707341197	0.010527118	1	0.745	0.5	0.593	NA	1	0.995333333	1	0.995333333	0.868078362	0.862740333	1	0.999	0.130017007	203.6666667	395.3333333	0.130017007
ASM173	2	3	3191	1851	0.774864203	0.007780848	1	0.61	NA	0.215	SE	0.977666667	0.973333333	0.977666667	0.973333333	0.956621673	0.964402521	0.978	0.99	0.486418322	130.3333333	243.6666667	0.486418322
ASM174	2	4	2729	1541	0.788275545	0.010747547	1	0.68	0.946	0.95	ASS	0.551333333	0.546333333	0.551333333	0.546333333	0.615971328	0.605223782	0.607	0.622	0.511040024	129.3333333	242.3333333	0.511040024
ASM175	2	5	8804	876	1	0	NA	0.61	NA	NA	NA	NA	NA	NA	NA	1	1	1	0.997	1	55.33333333	692.6666667	1
ASM176	3	4	11371	5147	0.207234752	0.01979263	1	0.834	0.14	0.315	NA	0.807666667	0.818	0.807666667	0.818	0.694172273	0.713964902	0.814	0.772	0.119304713	836.3333333	1970.666667	0.119304713
ASM177	2	3	14024	6284	0.303050144	0.007097558	0.0231	0.638	0.0659	0.107	SE	0.949	0.972	0.949	0.972	0.968573162	0.97567072	0.975	0.957	0.365566749	836.3333333	1970.666667	0.365566749
ASM178	3	5	31925	14419	0.314165697	0.01612187	NA	0.61	NA	0.0612	NA	NA	NA	NA	NA	0.815725274	0.831847144	0.992	1	0.057904179	834.3333333	1954.666667	0.057904179
ASM179	2	5	506	278	0.114512004	0	NA	NA	NA	0.406	NA	NA	NA	NA	NA	1	1	NA	NA	1	9	14	1
ASM180	2	3	272	129	0.35784037	0.092511655	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.742424242	0.834935897	NA	NA	0.003807438	9	14	0.003807438
ASM181	2	3	1317	900	0.266317344	0.005244564	0.265	0.705	NA	NA	SE	0.865333333	0.920333333	0.865333333	0.920333333	0.947285665	0.942041101	0.953	0.911	0.774385227	32.33333333	52.66666667	0.774385227
ASM182	2	4	1126	682	0.309099049	0.011661774	NA	0.753	NA	NA	NA	NA	NA	NA	NA	0.844404638	0.856066411	0.937	0.865	0.72526927	32.33333333	52.66666667	0.72526927
ASM183	6	28	27577	37257	0.049768933	0.074123926	0.00338	0.959	0.00655	0.00127	NA	0.880666667	0.862833333	0.880666667	0.862833333	0.741777876	0.66765395	0.95	0.983	0.030911925	478	391	0.030911925
ASM184	2	3	36159	16748	0.182116147	0.007039568	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.994444444	0.987404876	0.979	0.996	0.56879209	61.66666667	142.6666667	0.56879209
ASM185	4	19	38833	45374	0.8872406	0.118669298	0.0207	0.855	0.0103	0.00131	NA	0.8228	0.787133333	0.8228	0.787133333	0.964924402	0.846255104	1	1	0.115580912	148.6666667	168.3333333	0.115580912
ASM186	2	4	775	493	0.363492826	0.116856251	NA	NA	NA	0.0997	NA	NA	NA	NA	NA	0.695692978	0.578836727	NA	NA	0.00043724	49.33333333	65.66666667	0.00043724
ASM187	4	5	164	122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA
ASM188	3	17	6749	4198	0.097004059	0.025819635	NA	0.638	NA	0.00254	NA	NA	NA	NA	NA	0.979694933	0.953875298	0.969	0.997	0.05625143	98.66666667	168.6666667	0.05625143
ASM189	4	9	2076	3882	0.997364128	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	1	24	12.66666667	1
ASM190	3	5	2654	1284	0.110676379	0.085620442	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.782177568	0.696557125	NA	NA	0.390830492	51	114.6666667	0.390830492
ASM191	2	3	23977	28629	0.813649119	0.000202818	NA	0.61	NA	0.609	NA	NA	NA	NA	NA	0.999695407	0.999492589	1	0.999	0.302577084	4418.333333	3934.666667	0.302577084
ASM192	3	7	60937	72867	1	0.000783358	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.996866244	0.996548575	NA	NA	0.177196659	4435.333333	3952	0.177196659
ASM193	2	3	1299	1459	0.687923489	0.000994495	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.996071693	0.995077197	0.992	0.995	0.728530521	249.3333333	271.3333333	0.728530521
ASM194	2	10	20045	20501	0.639851894	0.000994495	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.996071693	0.995077197	NA	NA	0.728530521	249.3333333	271.3333333	0.728530521
ASM195	2	3	3317	2360	0.409263409	0.021557645	NA	0.826	NA	NA	NA	NA	NA	NA	NA	0.935045575	0.95660322	0.866	0.961	0.134932084	41.33333333	76.66666667	0.134932084
ASM196	2	4	751	326	0.055755319	0.021557645	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.935045575	0.95660322	NA	NA	0.134932084	41.33333333	76.66666667	0.134932084
ASM197	3	6	3990	3388	0.392601831	0.035544401	NA	0.617	NA	0.204	NA	NA	NA	NA	NA	0.95671489	0.921170489	0.997	0.999	0.174328235	199	255.3333333	0.174328235
ASM198	2	4	8928	7281	0.733599953	0.003650835	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.998357964	0.994707129	NA	NA	0.172564138	199	255.3333333	0.172564138
ASM199	5	19	9149	7783	0.202100074	0.02229901	0.312	0.804	0.0657	0.412	NA	0.84825	0.852333333	0.84825	0.852333333	0.318352557	0.319974865	0.998	0.998	0.068716474	415.6666667	539.6666667	0.068716474
ASM200	5	25	10895	10227	NA	0.03667355	0.686	0.706	0.328	0.001	NA	0.95875	0.946166667	0.95875	0.946166667	0.645034156	0.618604763	0.999	0.999	0.043948721	244.6666667	278.3333333	0.043948721
ASM201	2	17	4437	3395	1	0.007665476	NA	0.719	NA	NA	NA	NA	NA	NA	NA	0.916852631	0.909187155	0.998	0.996	0.630374934	76	106.3333333	0.630374934
ASM202	8	19	9533	10467	0.107748316	0.055582785	0.0892	0.909	0.0183	0.026	NA	0.696416667	0.7075	0.696416667	0.7075	0.401722614	0.427806883	0.999	0.999	0.263218712	156.6666667	186.3333333	0.263218712
ASM203	4	7	856	1389	0.222327899	0.248773774	2.38E-10	1	NA	2.07E-05	NA	0.607	0.979666667	0.607	0.979666667	0.580855856	0.82962963	0.959	0.585	0.02173606	37.33333333	19.33333333	0.02173606
ASM204	2	3	79	214	0.31293943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.333333333	1.333333333	NA
ASM205	9	21	0	1023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.66666667	0	NA
ASM206	5	21	13195	8763	1.18E-02	0.190210756	0.0105	0.999	0.000428	0.00727	NA	0.7585	0.820166667	0.7585	0.820166667	0.486287246	0.606161911	0.999	0.996	0.003559113	168.6666667	286	0.003559113
ASM207	2	4	3323	3634	0.68065815	0.003050779	0.596	0.642	NA	0.359	ASS	0.953666667	0.968333333	0.953666667	0.968333333	0.96834611	0.971396889	0.978	0.953	0.631206488	315	291	0.631206488
ASM208	8	11	152128	31151	0.290569239	0.032933688	1	0.667	NA	0.557	NA	1	0.997	1	0.997	0.913698598	0.88076491	0.999	0.999	0.337105988	239	1269.333333	0.337105988
ASM209	7	10	5703	4178	0.959703852	0.006965623	1	0.616	NA	NA	NA	0.981	0.973	0.981	0.973	0.951319597	0.957147172	0.969	0.976	0.367392151	143.3333333	201	0.367392151
ASM210	4	10	10039	6684	4.53E-03	0.125112739	0.0141	0.917	0.00964	0.0704	NA	0.671333333	0.699333333	0.671333333	0.699333333	0.432026087	0.370445806	0.999	0.999	0.007683776	291	444.6666667	0.007683776
ASM211	2	5	1418	863	0.944946106	0.031284607	NA	0.611	NA	NA	NA	NA	NA	NA	NA	1	0.968715393	0.997	0.993	0.205858116	44	80	0.205858116
ASM212	4	9	7971	4717	0.239670092	0.035160576	1	0.614	NA	NA	NA	1	0.995333333	1	0.995333333	1	0.964839424	0.991	0.993	0.222990852	44	80	0.222990852
ASM213	7	8	1461	1858	0.75935714	NA	NA	0.647	NA	0.719	NA	NA	NA	NA	NA	NA	NA	0.909	0.925	NA	6.333333333	5.666666667	NA
ASM214	2	3	4592	2768	0.911726302	0.007351138	0.864	0.728	0.103	0.195	SE	0.943666667	0.957333333	0.943666667	0.957333333	0.947112098	0.954463236	0.955	0.966	0.186768653	272	490.6666667	0.186768653
ASM215	4	6	2531	3444	0.001083468	0.063000116	NA	0.612	NA	5.50E-05	NA	NA	NA	NA	NA	0.607425949	0.670426065	0.989	0.994	0.21634033	48.33333333	22	0.21634033
ASM216	4	13	67447	29750	0.766120371	0.003287153	NA	0.926	0.232	0.228	NA	NA	NA	NA	NA	0.99322281	0.995146314	0.999	0.998	4.54E-05	789	1943.666667	4.54E-05
ASM217	4	16	2014	2028	NA	0.057525999	0.046	0.615	NA	0.155	NA	1	0.85	1	0.85	0.543376068	0.585878489	0.992	0.991	0.038359536	26.66666667	29	0.038359536
ASM218	3	4	345	500	0.429273266	0.185661397	0.00714	NA	NA	NA	NA	0.865666667	0.611333333	0.865666667	0.611333333	0.464555053	0.65021645	NA	NA	0.03252732	14.33333333	9.333333333	0.03252732
ASM219	2	4	3975	5561	0.579812352	0	NA	0.702	NA	NA	NA	NA	NA	NA	NA	1	1	0.997	0.998	1	92.66666667	73.66666667	1
ASM220	2	23	10429	8947	0.701881684	0.075346563	0.889	0.704	0.655	0.493	NA	0.741166667	0.762166667	0.741166667	0.762166667	0.731176231	0.655829668	0.996	0.997	0.213351726	46.33333333	67.33333333	0.213351726
ASM221	2	4	175992	32988	0.716782493	0.011934139	NA	0.801	NA	0.51	NA	NA	NA	NA	NA	0.757012029	0.768946168	0.767	0.754	0.020017326	1493.333333	8500	0.020017326
ASM222	5	32	46	4196	0	0.917126824	NA	NA	NA	0.64	NA	NA	NA	NA	NA	0.082873176	1	NA	NA	0.000447175	53	1	0.000447175
ASM223	7	23	10746	9142	NA	0.050699969	0.311	0.827	0.412	0.0138	NA	0.830416667	0.8215	0.830416667	0.8215	0.527556856	0.476856887	0.998	0.997	0.200091033	98.66666667	132.6666667	0.200091033
ASM224	10	10	34012	31724	0.971179168	0.123294956	1	0.61	NA	0.00112	NA	0.999666667	0.997333333	0.999666667	0.997333333	0.695230015	0.818524971	1	1	0.022442252	15.33333333	36.66666667	0.022442252
ASM225	2	3	2113	1680	1	0.001992091	1	0.61	NA	NA	SE	0.996666667	0.995333333	0.996666667	0.995333333	0.995917716	0.997909807	0.999	0.995	0.490905085	238	321.3333333	0.490905085
ASM226	2	3	3740	2992	0.481131557	0.001436782	1	0.61	NA	NA	SE	0.998	1	0.998	1	0.998563218	1	0.999	0.997	0.422649731	237.3333333	320.6666667	0.422649731
ASM227	2	3	14436	11101	0.219071236	0.009781037	1	0.611	NA	0.268	SE	0.988333333	0.982666667	0.988333333	0.982666667	0.99272165	0.982940614	0.989	0.999	0.018130037	184.3333333	254.3333333	0.018130037
ASM228	6	7	1270	579	0.000331897	0.112757331	NA	0.816	NA	0.699	NA	NA	NA	NA	NA	0.838756614	0.725999283	0.702	0.731	0.023553792	37	93.33333333	0.023553792
ASM229	3	6	3936	1631	0.462461181	0.08805675	NA	0.728	NA	NA	NA	NA	NA	NA	NA	0.980672269	0.892615519	0.938	0.988	0.026093564	36	86.66666667	0.026093564
ASM230	3	7	1922	2453	0.055336203	0.006121516	NA	0.703	0.605	0.723	NA	NA	NA	NA	NA	0.61768359	0.623805106	0.659	0.697	0.694322302	113.3333333	96	0.694322302
ASM231	3	11	4543	3941	0.25884829	0.036378479	NA	0.689	0.974	0.688	NA	NA	NA	NA	NA	0.454601784	0.432740239	0.736	0.758	0.029000504	183.3333333	210.3333333	0.029000504
ASM232	3	7	2707	2122	NA	0	NA	0.61	NA	NA	NA	NA	NA	NA	NA	1	1	0.995	0.994	1	45.66666667	63.66666667	1
ASM233	7	14	27419	21306	NA	0.006274965	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.985026992	0.978752027	0.999	1	0.110090931	621.3333333	875.3333333	0.110090931
ASM234	2	3	40314	12244	1	0.039040696	NA	0.867	0.0105	0.0505	NA	NA	NA	NA	NA	0.842369954	0.88141065	0.89	0.827	0.000461854	372	1258.666667	0.000461854
ASM235	3	9	8278	4598	0.245690486	0.017853587	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.618792074	0.626040658	NA	NA	0.195393556	161.6666667	304	0.195393556
ASM236	2	4	3759	2188	0.986943014	0.000183284	0.754	0.675	0.822	0.731	ASS	0.595666667	0.568666667	0.595666667	0.568666667	0.533923262	0.533739978	0.599	0.606	0.988417276	161.6666667	304	0.988417276
ASM237	9	10	3536	2713	0.969696903	0.058787196	0.287	0.717	0.488	0.252	NA	0.968166667	0.950833333	0.968166667	0.950833333	0.932710537	0.882027546	0.999	0.998	0.018256546	159	212	0.018256546
ASM238	7	27	2188	3449	0.087295191	0.132408444	0.162	0.614	NA	0.0283	NA	0.526333333	0.664666667	0.526333333	0.664666667	0.427387914	0.29497947	0.994	0.996	0.017520587	63.33333333	44.33333333	0.017520587
ASM239	3	40	8489	6811	0.270582485	NA	0.6	0.714	0.958	0.795	NA	0.817666667	0.823166667	0.817666667	0.823166667	NA	NA	0.996	0.995	NA	4.666666667	8.666666667	NA
ASM240	3	7	20	238	0.204958429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	0.666666667	NA
ASM241	2	3	8831	5174	0.287891939	0.044694504	0.214	0.687	0.535	0.316	SE	0.909333333	0.875	0.909333333	0.875	0.931742848	0.887048344	0.874	0.902	0.136262882	215	389	0.136262882
ASM242	2	14	11794	10727	0.02756156	NA	NA	0.998	NA	0.00107	NA	NA	NA	NA	NA	NA	NA	0.739	0.943	NA	2	4.666666667	NA
ASM243	3	5	15700	930	0.849088906	0.008256508	0.227	0.669	0.723	0.748	NA	0.879111111	0.857	0.879111111	0.857	0.817289666	0.825546173	0.821	0.845	0.767202595	124.6666667	2425.666667	0.767202595
ASM244	10	9	774	552	0.931952294	0.043655033	0.637	0.719	0.36	0.342	NA	0.814333333	0.801888889	0.814333333	0.801888889	0.469135802	0.493144587	0.884	0.81	0.385314358	26.33333333	35.66666667	0.385314358
ASM245	3	5	438	337	0.799888476	0.05365622	NA	0.715	NA	0.461	NA	NA	NA	NA	NA	0.594491928	0.617877493	0.847	0.776	0.267385058	26.33333333	35.66666667	0.267385058
ASM246	2	14	8977	5911	0.311836093	0.008766638	0.00382	0.954	0.0808	0.0677	NA	0.915	0.781666667	0.915	0.781666667	0.958806818	0.96433721	0.88	0.939	0.651561489	64.66666667	102.3333333	0.651561489
ASM247	3	4	1494	1154	1	0.017560872	NA	0.837	0.886	0.787	NA	NA	NA	NA	NA	0.549850445	0.567411317	0.916	0.835	0.315414298	212.6666667	282	0.315414298
ASM248	2	3	5228	3970	0.904799086	0.008208824	0.794	0.67	0.651	0.408	SE	0.954333333	0.944666667	0.954333333	0.944666667	0.94924411	0.941035286	0.95	0.954	0.303849875	224	299.6666667	0.303849875
ASM249	4	5	2107	1728	0.819542688	0.036277214	1	0.676	NA	NA	NA	0.950666667	0.952666667	0.950666667	0.952666667	0.962098232	0.925821018	0.97	0.941	0.099563293	44.33333333	58	0.099563293
ASM250	2	3	360	314	0.09767779	0.025870954	0.00812	0.681	NA	NA	SE	1	0.941333333	1	0.941333333	0.992424242	0.966553288	0.995	0.995	0.076085911	40	51	0.076085911
ASM251	3	4	0	549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.33333333	0	NA
ASM252	2	16	28411	22998	0.546165882	0.191132479	1	0.61	NA	0.8	NA	0.986	0.990666667	0.986	0.990666667	0.455555556	0.560683761	0.992	0.986	0.095692032	15.33333333	12.66666667	0.095692032
ASM253	4	6	13250	8642	0.668018348	0.030933132	NA	0.837	0.673	0.00391	NA	NA	NA	NA	NA	0.861728396	0.830795264	0.848	0.872	0.07034683	502.3333333	767	0.07034683
ASM254	8	8	2102	1518	0.828910844	NA	NA	0.751	0.384	0.131	NA	NA	NA	NA	NA	NA	NA	0.861	0.791	NA	0	1.333333333	NA
ASM255	3	5	1067	736	0.883576349	0.098509507	0.8	0.729	0.689	0.604	NA	0.538666667	0.522666667	0.538666667	0.522666667	0.363769729	0.39593477	0.564	0.584	0.053118537	66	101	0.053118537
ASM256	5	13	7419	5076	0.104021586	0.043415788	0.00218	0.985	0.0593	0.0846	NA	0.647833333	0.559833333	0.647833333	0.559833333	0.621076436	0.577660648	0.652	0.778	0.040983048	66	101	0.040983048
ASM257	3	25	6687	15683	0.221441428	0.108304044	0.0661	0.992	0.0565	0.0042	NA	0.825888889	0.813944444	0.825888889	0.813944444	0.566028651	0.580703284	0.998	0.999	0.340901225	75.66666667	34.33333333	0.340901225
ASM258	3	5	1881	3693	0.001093575	0.146955319	NA	0.654	NA	NA	NA	NA	NA	NA	NA	0.653734799	0.800690119	0.972	0.951	0.010132038	93	55	0.010132038
ASM259	8	18	3302	2521	0.040635497	0.096338101	0.0639	0.779	0.97	0.487	NA	0.7275	0.7035	0.7275	0.7035	0.465439641	0.456393116	0.976	0.997	0.106848467	100.3333333	122.3333333	0.106848467
ASM260	3	6	674	725	0.47411957	NA	0.174	0.868	NA	0.158	NA	0.812666667	0.626	0.812666667	0.626	NA	NA	0.994	0.997	NA	5	4	NA
ASM261	2	5	2793	2006	0.469505541	0.132397504	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.951351753	0.818954248	0.982	0.996	0.001236425	21	16.66666667	0.001236425
ASM262	3	5	1736	1452	0.137130197	0.108948568	1	0.987	0.0234	0.00236	NA	0.971333333	0.971666667	0.971333333	0.971666667	0.773277396	0.857864705	0.885	0.742	0.039805436	94.33333333	132	0.039805436
ASM263	2	3	309	314	0.555595482	0.021825397	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64484127	0.666666667	NA	NA	0.576626555	15	18	0.576626555
ASM264	2	4	117	32	0.14293635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	6.666666667	NA
ASM265	6	7	443	406	0.555314188	0.116643489	0.233	0.714	NA	0.389	NA	0.710333333	0.899333333	0.710333333	0.899333333	0.354991385	0.399392249	0.853	0.865	0.185257933	31.33333333	36	0.185257933
ASM266	5	14	17355	17667	0.00146093	0.020501143	0.407	1	0.152	0.0139	NA	0.625666667	0.583333333	0.625666667	0.583333333	0.883507335	0.863006192	0.991	0.997	0.504170505	40.66666667	82.66666667	0.504170505
ASM267	2	3	1473	1058	0.439944064	0.002054574	1	0.62	NA	NA	SE	0.984333333	0.974	0.984333333	0.974	0.972953723	0.970899149	0.97	0.981	0.831676961	74.66666667	115.3333333	0.831676961
ASM268	2	3	3309	3013	0.399073185	0.070535313	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.933333333	0.862798021	NA	NA	0.268086505	20.66666667	21	0.268086505
ASM269	4	17	13651	13373	0.358049443	0.041054651	0.664	0.857	0.262	0.00392	NA	0.884916667	0.87675	0.884916667	0.87675	0.64344591	0.658389302	0.988	0.996	0.13952428	356	396.6666667	0.13952428
ASM270	2	43	9137	7358	0.654663556	0.26957672	0.0996	0.815	0.119	0.139	NA	0.815666667	0.9045	0.815666667	0.9045	0.693055556	0.430555556	0.997	0.996	0.006342496	12.66666667	18.33333333	0.006342496
ASM271	4	7	72	120	0.01856723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1.666666667	NA
ASM272	7	8	8743	5462	NA	0.041329474	NA	0.897	NA	0.339	NA	NA	NA	NA	NA	0.653855458	0.695184932	0.699	0.756	0.009799271	78	132.3333333	0.009799271
ASM273	2	17	8475	12919	0.811929265	0.006733645	1	0.664	0.51	0.492	NA	0.952	0.954666667	0.952	0.954666667	0.934777806	0.928044161	0.966	0.955	0.109408239	348	244.6666667	0.109408239
ASM274	7	6	1939	1792	0.927764164	0.028985507	1	0.64	0.763	0.62	NA	0.962	0.965666667	0.962	0.965666667	0.984126984	0.971014493	0.942	0.934	0.422649731	18	21.33333333	0.422649731
ASM275	2	8	7491	25999	0.191705831	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	589.3333333	191	NA
ASM276	5	23	438	34189	0.002055552	0.188036955	0.000102	NA	NA	0.0714	NA	0.919666667	1	0.919666667	1	0.811963045	1	NA	NA	0.000665761	551.3333333	7	0.000665761
ASM277	5	8	418	266	0.627666167	NA	0.03	NA	NA	NA	NA	0.722333333	0.534	0.722333333	0.534	NA	NA	NA	NA	NA	6.333333333	9	NA
ASM278	2	3	8390	8808	0.684657758	0.000981102	1	0.61	NA	NA	SE	0.997666667	0.994333333	0.997666667	0.994333333	0.997318513	0.996337411	0.993	0.997	0.295800266	623	641.3333333	0.295800266
