ASM_name	total_isoforms	total_exons	total_read_count_group_1	total_read_count_group_2	iso_p_value	TruePsi_Total10	Turbo_Pmin_JC_c01	majiq_Postmax_p01	leafcutter_p_value	jum_p_value	Type	IsoMajorPsiGroup1	IsoMajorPsiGroup2	TurboMajorPsiGroup1	TurboMajorPsiGroup2	FluxPsiG1	FluxPsiG2	majiqPsiG1	majiqPsiG2	RegP	TotalCountG1	TotalCountG2
ASM144	2	3	2375	1980	0.738599797	NA	1	3.27E-12	NA	NA	SE	0.993088498	0.996960134	0.996666667	1	NA	NA	0.994	0.998	0.340275271	111.6666667	154.3333333
ASM145	8	13	17378	25961	NA	NA	4.44E-05	0.00635	0.024	0.0114	NA	NA	NA	0.975333333	0.93	NA	NA	0.999	1	NA	0	0
ASM146	2	4	0	512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.340275271	32	0
ASM147	2	4	5151	8189	0.479451707	0.011487556	NA	NA	NA	NA	NA	0.863150429	0.894621447	NA	NA	0.951625498	0.963113054	NA	NA	0.170381703	441	307
ASM148	10	35	241	3617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333	0
ASM149	5	14	3824	4680	0.098766278	NA	0.187	0.125	NA	0.0715	NA	0.729193429	0.891029258	0.812666667	0.877666667	NA	NA	0.969	0.995	0.057459422	50	46
ASM150	5	8	1006	1064	0.380905281	0.049227692	0.0177	0.101	NA	NA	NA	0.593330888	0.705310041	0.922666667	0.985666667	0.829827225	0.879054917	0.995	0.977	0.223491857	62	55
ASM151	3	9	2747	1895	0.716687699	0.037377382	0.28	0.0275	0.175	0.0329	NA	0.49514271	0.46963807	0.795333333	0.768166667	0.555174511	0.592551893	0.998	0.997	0.344065956	86.66666667	122.6666667
ASM152	2	3	2685	1633	0.52154684	0.014163319	0.295	0.00428	0.202	0.106	SE	0.851443722	0.88923762	0.852666667	0.89	0.840478271	0.826314953	0.875	0.88	0.600974982	119	191
ASM153	2	3	2237	1454	0.806339711	0.022936252	1	0.0191	0.0448	0.0385	SE	0.824239495	0.790057918	0.813	0.816333333	0.849251205	0.826314953	0.995	0.989	0.377584549	119	191
ASM154	17	38	21917	17800	0.645775679	NA	0.306	0.0252	0.187	0.0198	NA	0.386309007	0.358068046	0.867733333	0.8648	NA	NA	0.997	0.999	NA	1	1
ASM155	4	11	5436	8086	0.354196243	0.031754944	NA	1.11E-16	NA	NA	NA	0.862583172	0.884357828	NA	NA	0.937073998	0.968828943	0.993	0.991	0.003631229	308	224.6666667
ASM156	2	7	58	5	0.278398977	NA	NA	NA	NA	NA	NA	0.582645348	0.504324818	NA	NA	NA	NA	NA	NA	NA	0.666666667	3.333333333
ASM157	8	9	5301	4170	0.470988611	0.012670578	0.697	2.76E-09	NA	NA	NA	0.57345657	0.499016174	0.996	0.987444444	0.992673798	0.980003219	0.999	0.999	0.050269992	187	273.6666667
ASM158	9	8	2328	1014	NA	0.012676985	0.445	0.0925	NA	0.0454	NA	NA	NA	0.976	0.940166667	0.626200009	0.619585889	0.997	0.96	0.4795623	38.33333333	88.33333333
ASM159	2	4	2381	1035	0.400622987	0.027124554	NA	0.085	0.301	0.27	NA	0.800333819	0.751113586	NA	NA	0.783448678	0.756324124	0.812	0.714	0.527713238	46.66666667	117
ASM160	7	11	25427	17514	NA	0.010388923	1	0.000203	0.568	0.0093	NA	NA	NA	0.864	0.868333333	0.714862624	0.704473701	1	1	0.377401226	779	1227.666667
ASM161	4	6	8860	6024	0.28960132	0.112450534	NA	1.60E-18	NA	NA	NA	0.576650753	0.636743643	NA	NA	0.620215329	0.732665862	1	1	2.52E-19	779	1227
ASM162	8	11	8815	7930	0.193700513	0.026572629	0.0207	0.44	0.0303	0.0119	NA	0.677224485	0.645647389	0.807666667	0.786083333	0.721807859	0.699805407	0.813	0.774	0.06441582	577	711.6666667
ASM163	4	5	2310	2110	0.506529673	0.029082913	NA	0.0134	0.0303	0.0253	NA	0.737484979	0.76522616	NA	NA	0.770164247	0.79860859	0.982	0.986	0.242148156	185	229.6666667
ASM164	2	4	2530	2353	0.277385654	NA	NA	NA	NA	NA	NA	0.774292981	0.862750953	NA	NA	NA	NA	NA	NA	0.999998542	228.6666667	282.6666667
ASM165	14	27	5647	3628	0.013526765	NA	0.000158	0.997	0.000622	0.0703	NA	0.487096271	0.443538844	0.849333333	0.787	NA	NA	0.966	0.994	NA	6	9.333333333
ASM166	3	12	4833	3133	0.556987739	NA	NA	0.00729	NA	NA	NA	0.949520484	0.989652722	NA	NA	NA	NA	0.927	0.984	0.989150465	14	26.33333333
ASM167	2	3	7889	9929	1	0.054676321	1	0.00226	0.916	0.0321	SE	0.753239301	0.742333253	0.77	0.765	0.7747961	0.72011978	0.753	0.744	0.000755776	540.6666667	449.3333333
ASM168	3	11	44705	25951	0.273942847	0.004454102	NA	0.000517	NA	0.0357	NA	0.879192079	0.91176484	NA	NA	0.942500722	0.93861642	0.961	0.953	0.591189453	342.6666667	616.3333333
ASM169	5	14	60833	62571	NA	NA	0.991	2.69E-07	0.845	0.049	NA	NA	NA	0.852333333	0.843	NA	NA	1	1	0.211987959	1069	1137
ASM170	8	21	1507	135	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.333333333	6.666666667
ASM171	10	19	1476	1052	0.038568005	NA	0.0018	0.265	NA	0.0898	NA	0.511624722	0.468101578	0.621166667	0.576666667	NA	NA	0.89	0.989	0.235262986	18	26.66666667
ASM172	18	30	52202	39439	0.013374488	NA	0.00106	0.764	0.0398	0.0261	NA	0.402165887	0.382093567	0.837066667	0.8044	NA	NA	0.986	0.986	NA	0	0
ASM173	8	28	35536	20233	0.050393487	NA	1	0.0201	0.5	0.042	NA	0.635969982	0.671591793	0.995333333	1	NA	NA	1	0.999	0.014848914	179.3333333	343.3333333
ASM174	2	3	3191	1851	0.774864203	NA	1	1.20E-10	NA	0.0556	SE	0.972968696	0.980569664	0.973333333	0.977666667	NA	NA	0.978	0.99	0.511440847	130.3333333	243.6666667
ASM175	2	4	2729	1541	0.788275545	0.010747547	1	0.00519	0.946	0.0298	ASS	0.624118436	0.651195442	0.546333333	0.551333333	0.605223782	0.615971328	0.607	0.622	0.725995259	129.3333333	242.3333333
ASM176	3	5	1934	686	0.000688875	0.56673336	NA	0.865	0.000152	0.0644	NA	0.359667234	0.496304015	NA	NA	0.277711084	0.844444444	0.924	0.867	1.49E-06	9.666666667	50.33333333
ASM177	3	4	11371	5147	0.207234752	0.01979263	1	0.0186	0.14	0.0251	NA	0.689451027	0.648221974	0.818	0.807666667	0.713964902	0.694172273	0.814	0.772	0.069427022	836.3333333	1970.666667
ASM178	2	3	14024	6284	0.303050144	0.007097558	0.0231	1.25E-12	0.0659	0.0492	SE	0.966738689	0.950702842	0.972	0.949	0.97567072	0.968573162	0.975	0.957	0.063090527	836.3333333	1970.666667
ASM179	3	5	31925	14419	0.314165697	0.01612187	NA	1.60E-18	NA	0.0499	NA	0.605808321	0.593042615	NA	NA	0.831847144	0.815725274	0.992	1	0.075871327	834.3333333	1954.666667
ASM180	2	5	506	278	0.114512004	NA	NA	NA	NA	0.117	NA	0.507061716	0.692212321	NA	NA	NA	NA	NA	NA	0.999995646	9	14
ASM181	2	3	272	129	0.35784037	NA	NA	NA	NA	NA	NA	0.875979959	0.744133821	NA	NA	NA	NA	NA	NA	0.353827725	9	14
ASM182	2	3	1317	900	0.266317344	0.005244564	0.265	0.0227	NA	NA	SE	0.944726255	0.895533864	0.920333333	0.865333333	0.942041101	0.947285665	0.953	0.911	0.853823734	32.33333333	52.66666667
ASM183	2	4	1126	682	0.309099049	NA	NA	0.0613	NA	NA	NA	0.930366853	0.873890366	NA	NA	NA	NA	0.937	0.865	0.843499104	32.33333333	52.66666667
ASM184	9	28	27595	37295	NA	0.229649355	0.00338	0.0337	0.00655	0.0306	NA	NA	NA	0.862833333	0.880666667	0.270549058	0.500198413	0.95	0.983	1.81E-09	113.6666667	114
ASM185	12	17	39272	45789	0.980444144	0	0.0207	0.0728	0.0103	0.0142	NA	0.607214363	0.626620002	0.787133333	0.8228	1	1	1	1	0.999999888	143.3333333	143.6666667
ASM186	2	4	775	493	0.363492826	0.116856251	NA	NA	NA	0.0424	NA	0.594613571	0.685036421	NA	NA	0.578836727	0.695692978	NA	NA	0.026175071	49.33333333	65.66666667
ASM187	2	4	156	117	0.164435784	NA	NA	NA	NA	NA	NA	0.479256414	0.725179057	NA	NA	NA	NA	NA	NA	NA	0	0
ASM188	6	17	6765	4215	NA	NA	NA	7.62E-06	NA	0.173	NA	NA	NA	NA	NA	NA	NA	0.969	0.997	NA	2	7.333333333
ASM189	2	9	2076	3882	1	NA	NA	NA	NA	NA	NA	0.994968086	0.9974923	NA	NA	NA	NA	NA	NA	0.999993061	24	12.66666667
ASM190	3	5	2654	1284	0.110676379	0.085620442	NA	NA	NA	NA	NA	0.75039023	0.821369254	NA	NA	0.696557125	0.782177568	NA	NA	0.645159039	51	114.6666667
ASM191	2	3	23977	28629	0.813649119	NA	NA	6.68E-296	NA	0.0526	NA	0.998145572	0.99677723	NA	NA	NA	NA	1	0.999	0.419138702	4418.333333	3934.666667
ASM192	3	7	60937	72867	1	0.000783358	NA	NA	NA	NA	NA	0.981143673	0.980832423	NA	NA	0.996548575	0.996866244	NA	NA	0.074442172	4435.333333	3952
ASM193	2	3	1299	1459	0.687923489	NA	NA	1.31E-17	NA	NA	NA	0.985461596	0.990132637	NA	NA	NA	NA	0.992	0.995	0.78981368	249.3333333	271.3333333
ASM194	2	10	20045	20501	0.639851894	0.000994495	NA	NA	NA	NA	NA	0.764403238	0.73582243	NA	NA	0.995077197	0.996071693	NA	NA	0.78981368	249.3333333	271.3333333
ASM195	2	3	3317	2360	0.409263409	NA	NA	0.114	NA	NA	NA	0.979268892	0.982097854	NA	NA	NA	NA	0.866	0.961	0.392966013	41.33333333	76.66666667
ASM196	2	4	751	326	0.055755319	0.021557645	NA	NA	NA	NA	NA	0.496300446	0.7112281	NA	NA	0.95660322	0.935045575	NA	NA	0.392966013	41.33333333	76.66666667
ASM197	3	6	3990	3388	0.392601831	0.035544401	NA	2.05E-08	NA	0.339	NA	0.909870245	0.939363236	NA	NA	0.921170489	0.95671489	0.997	0.999	0.009751328	199	255.3333333
ASM198	2	4	8928	7281	0.733599953	0.003650835	NA	NA	NA	NA	NA	0.650067088	0.620012035	NA	NA	0.994707129	0.998357964	NA	NA	0.308224194	199	255.3333333
ASM199	13	19	9365	8012	0.124095476	0.021847497	0.312	0.0217	0.0657	0.0267	NA	0.562358082	0.555216558	0.852333333	0.84825	0.627098036	0.61982982	0.998	0.998	0.3828011	213.6666667	275.6666667
ASM200	20	25	11174	10488	1	NA	0.686	0.0063	0.328	0.0295	NA	0.466274158	0.462389515	0.946166667	0.95875	NA	NA	0.999	0.999	NA	0	0
ASM201	7	17	4515	3433	0.79352455	0.007665476	NA	0.00616	NA	NA	NA	0.497544404	0.55080213	NA	NA	0.909187155	0.916852631	0.998	0.996	0.757577626	76	106.3333333
ASM202	14	19	9775	10660	0.000950678	0.121621257	0.0892	0.305	0.0183	0.0182	NA	0.295021923	0.341688403	0.7075	0.696416667	0.783140647	0.904761905	0.999	0.999	0.089418634	13	23.66666667
ASM203	4	7	856	1389	0.222327899	NA	2.38E-10	0.999	NA	0.0768	NA	0.356843544	0.664027102	0.979666667	0.607	NA	NA	0.959	0.585	0.001715101	37.33333333	19.33333333
ASM204	2	3	79	214	0.31293943	NA	NA	NA	NA	NA	NA	0.993430013	0.967723059	NA	NA	NA	NA	NA	NA	NA	5.333333333	1.333333333
ASM205	5	20	0	1023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0
ASM206	9	21	13325	8801	5.56E-07	NA	0.0105	0.943	0.000428	0.0322	NA	0.849793671	0.699369296	0.820166667	0.7585	NA	NA	0.999	0.996	0.303091224	85.33333333	183.6666667
ASM207	2	4	3323	3634	0.68065815	NA	0.596	2.10E-07	NA	0.0585	ASS	0.965596053	0.951766864	0.968333333	0.953666667	NA	NA	0.978	0.953	0.699114695	315	291
ASM208	5	11	152128	31151	0.02802575	0.032625411	1	0.000508	NA	0.0306	NA	0.864005915	0.897350585	0.997	1	0.883497076	0.916122487	0.999	0.999	0.015734701	238.3333333	1265.333333
ASM209	4	10	5703	4178	0.351581187	NA	1	6.48E-07	NA	NA	NA	0.837417386	0.858589462	0.973	0.981	NA	NA	0.969	0.976	0.358538104	143.3333333	201
ASM210	16	24	5843	1890	8.36E-05	NA	0.000592	0.0827	NA	0.0882	NA	0.50159968	0.733813199	0.69875	0.769	NA	NA	0.997	0.991	NA	3	10
ASM211	17	10	10039	6684	0.063474582	0.125112739	0.0141	0.285	0.00964	0.0249	NA	0.434690235	0.351672418	0.699333333	0.671333333	0.370445806	0.432026087	0.999	0.999	1.55E-09	291	444.6666667
ASM212	2	5	1418	863	0.944946106	NA	NA	2.72E-06	NA	NA	NA	0.617311829	0.597701744	NA	NA	NA	NA	0.997	0.993	0.986783121	44	80
ASM213	3	9	7971	4717	0.119487751	NA	1	4.15E-06	NA	NA	NA	0.566041997	0.463302296	0.995333333	1	NA	NA	0.991	0.993	0.982216805	44	80
ASM214	6	16	2765	3525	0.248951405	NA	NA	0.000714	NA	0.132	NA	0.565687861	0.56823651	NA	NA	NA	NA	0.996	0.997	NA	0	0.666666667
ASM215	2	3	4592	2768	0.911726302	0.007351138	0.864	0.000204	0.103	0.0467	SE	0.953049293	0.945222351	0.957333333	0.943666667	0.954463236	0.947112098	0.955	0.966	0.442299937	272	490.6666667
ASM216	2	4	2482	3353	0.001989978	0.063000116	NA	3.64E-05	NA	0.0957	NA	0.825478344	0.672230015	NA	NA	0.670426065	0.607425949	0.989	0.994	0.406102309	48.33333333	22
ASM217	9	12	67623	29883	NA	NA	NA	0.0241	0.232	0.016	NA	NA	NA	NA	NA	NA	NA	0.999	0.998	0.999999186	783.6666667	1934.333333
ASM218	7	16	2018	2032	NA	NA	0.046	0.000157	NA	0.0998	NA	NA	NA	0.85	1	NA	NA	0.992	0.991	0.995333416	15.66666667	18.66666667
ASM219	3	4	345	500	0.429273266	NA	0.00714	NA	NA	NA	NA	0.476842703	0.648518144	0.611333333	0.865666667	NA	NA	NA	NA	0.144863367	14.33333333	9.333333333
ASM220	2	4	3975	5561	0.579812352	NA	NA	0.0139	NA	NA	NA	0.828113531	0.862636562	NA	NA	NA	NA	0.997	0.998	0.999998434	92.66666667	73.66666667
ASM221	8	22	10700	9126	NA	0.283838384	0.889	0.0207	0.655	0.0287	NA	NA	NA	0.762166667	0.741166667	0.560606061	0.844444444	0.996	0.997	0.008181367	11.66666667	23.33333333
ASM222	2	4	175992	32988	0.716782493	0.011934139	NA	0.000404	NA	0.0104	NA	0.837240472	0.822097691	NA	NA	0.768946168	0.757012029	0.767	0.754	0.075271135	1493.333333	8500
ASM223	9	32	46	4207	NA	0.8647768	NA	NA	NA	0.185	NA	NA	NA	NA	NA	1	0.1352232	NA	NA	0.999999177	32.33333333	1
ASM224	20	23	10892	9256	0.589375572	NA	0.311	0.0532	0.412	0.0389	NA	0.452843112	0.435418892	0.8215	0.830416667	NA	NA	0.998	0.997	NA	1	1.666666667
ASM225	3	8	33984	31720	0.951392222	0.123294956	NA	4.88E-91	NA	0.0246	NA	0.767525006	0.769761341	NA	NA	0.818524971	0.695230015	1	1	0.094171732	15.33333333	36.66666667
ASM226	2	3	2113	1680	1	0.001992091	1	2.03E-18	NA	NA	SE	0.996369389	0.996800628	0.995333333	0.996666667	0.997909807	0.995917716	0.999	0.995	0.438795691	238	321.3333333
ASM227	2	3	3740	2992	0.481131557	NA	1	1.60E-18	NA	NA	SE	0.998532681	0.995758647	1	0.998	NA	NA	0.999	0.997	0.999987884	237.3333333	320.6666667
ASM228	2	3	14436	11101	0.219071236	0.009781037	1	2.46E-10	NA	0.474	SE	0.977128722	0.991199572	0.982666667	0.988333333	0.982940614	0.99272165	0.989	0.999	0.13142186	184.3333333	254.3333333
ASM229	6	7	1270	579	0.000331897	0.112757331	NA	0.016	NA	0.486	NA	0.537405594	0.757497213	NA	NA	0.725999283	0.838756614	0.702	0.731	0.020426429	37	93.33333333
ASM230	3	6	3936	1631	0.462461181	0.08805675	NA	0.00251	NA	NA	NA	0.90304947	0.961946919	NA	NA	0.892615519	0.980672269	0.938	0.988	0.012295876	36	86.66666667
ASM231	3	7	1922	2453	0.055336203	0.006121516	NA	0.0191	0.605	0.0455	NA	0.506743953	0.360734002	NA	NA	0.623805106	0.61768359	0.659	0.697	0.849891875	113.3333333	96
ASM232	7	10	4560	3949	0.749943007	0.036378479	NA	0.00992	0.974	0.0342	NA	0.366105592	0.405368892	NA	NA	0.432740239	0.454601784	0.736	0.758	0.110436394	183.3333333	210.3333333
ASM233	3	7	2707	2122	NA	NA	NA	6.99E-07	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.995	0.994	0.999997754	45.66666667	63.66666667
ASM234	5	14	27419	21306	NA	0.006274965	NA	1.60E-18	NA	NA	NA	NA	NA	NA	NA	0.978752027	0.985026992	0.999	1	0.126407954	621.3333333	875.3333333
ASM235	2	3	40314	12244	1	0.039040696	NA	0.0293	0.0105	0.0273	NA	0.781121552	0.772404036	NA	NA	0.88141065	0.842369954	0.89	0.827	0.000508677	372	1258.666667
ASM236	2	4	3759	2188	0.986943014	0.000183284	0.754	0.00336	0.822	0.0357	ASS	0.559306332	0.56342442	0.568666667	0.595666667	0.533739978	0.533923262	0.599	0.606	0.999163524	161.6666667	304
ASM237	3	8	22220	12205	0.1794185	0.011606888	0.0231	0.554	0.0345	0.0228	NA	0.65618128	0.634158504	0.587333333	0.541	0.601723548	0.59011666	0.68	0.552	0.679726709	146.3333333	269.6666667
ASM238	9	10	3536	2713	0.969696903	0.058787196	0.287	0.00105	0.488	0.156	NA	0.833545564	0.897409803	0.950833333	0.968166667	0.882027546	0.932710537	0.999	0.998	0.000372126	159	212
ASM239	12	27	2400	3804	0.003105725	0.175134409	0.162	0.000141	NA	0.0531	NA	0.267947665	0.405734933	0.664666667	0.526333333	0.354032258	0.529166667	0.994	0.996	0.004371024	51	37
ASM240	9	40	8697	6955	1	NA	0.6	0.0337	0.958	0.291	NA	0.455685784	0.512656399	0.823166667	0.817666667	NA	NA	0.996	0.995	NA	1	3.666666667
ASM241	3	7	20	238	0.204958429	NA	NA	NA	NA	NA	NA	0.962026665	0.70039949	NA	NA	NA	NA	NA	NA	NA	7	0.666666667
ASM242	2	3	8831	5174	0.287891939	0.044694504	0.214	0.00197	0.535	0.168	SE	0.895175609	0.927671183	0.875	0.909333333	0.887048344	0.931742848	0.874	0.902	0.003197223	215	389
ASM243	6	14	11865	10753	0.341336384	NA	NA	0.955	NA	0.0493	NA	0.71785705	0.763507988	NA	NA	NA	NA	0.739	0.943	NA	2	4.666666667
ASM244	3	5	15700	930	0.849088906	0.008256508	0.227	0.000214	0.723	0.018	NA	0.82594237	0.825962098	0.857	0.879111111	0.825546173	0.817289666	0.821	0.845	0.890250467	124.6666667	2425.666667
ASM245	9	9	774	552	0.940153771	0.043655033	0.637	0.039	0.36	0.0692	NA	0.623826174	0.509848347	0.801888889	0.814333333	0.493144587	0.469135802	0.884	0.81	0.418876005	26.33333333	35.66666667
ASM246	3	5	438	337	0.799888476	0.05365622	NA	0.0384	NA	0.402	NA	0.654169943	0.641512691	NA	NA	0.617877493	0.594491928	0.847	0.776	0.437284612	26.33333333	35.66666667
ASM247	5	14	9031	5967	0.177075429	NA	0.00382	0.436	0.0808	0.187	NA	0.813920536	0.824924875	0.781666667	0.915	NA	NA	0.88	0.939	0.612557481	64.66666667	102.3333333
ASM248	2	3	5228	3970	0.904799086	0.008208824	0.794	5.85E-06	0.651	0.0676	SE	0.943729862	0.95025252	0.944666667	0.954333333	0.941035286	0.94924411	0.95	0.954	0.473967871	224	299.6666667
ASM249	2	5	2107	1728	0.81906147	NA	1	0.00238	NA	NA	NA	0.916636414	0.933730529	0.952666667	0.950666667	NA	NA	0.97	0.941	0.178235604	44.33333333	58
ASM250	2	3	360	314	0.09767779	0.025870954	0.00812	0.00177	NA	NA	SE	0.944919824	0.999260227	0.941333333	1	0.966553288	0.992424242	0.995	0.995	0.206885911	40	51
ASM251	3	4	0	549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.33333333	0
ASM252	6	16	28558	23104	NA	NA	1	1.60E-18	NA	0.0651	NA	NA	NA	0.990666667	0.986	NA	NA	0.992	0.986	NA	0.333333333	1.333333333
ASM253	4	6	13250	8642	0.668018348	0.030933132	NA	0.00499	0.673	0.0251	NA	0.724159471	0.769140855	NA	NA	0.830795264	0.861728396	0.848	0.872	0.010116591	502.3333333	767
ASM254	7	8	2102	1518	0.499859669	NA	NA	0.0847	0.384	0.102	NA	0.680086755	0.624766175	NA	NA	NA	NA	0.861	0.791	NA	0	1.333333333
ASM255	3	5	1067	736	0.883576349	0.098509507	0.8	0.0461	0.689	0.0523	NA	0.377190382	0.36126809	0.522666667	0.538666667	0.39593477	0.363769729	0.564	0.584	0.015485096	66	101
ASM256	4	13	7419	5076	0.057138036	0.043415788	0.00218	0.878	0.0593	0.0513	NA	0.518056008	0.648759869	0.559833333	0.647833333	0.577660648	0.621076436	0.652	0.778	0.330727669	66	101
ASM257	14	26	6810	15929	0.804952717	NA	0.0661	0.918	0.0565	0.0403	NA	0.486486564	0.459884457	0.813944444	0.825888889	NA	NA	0.998	0.999	NA	4.666666667	2.333333333
ASM258	3	5	1881	3693	0.001093575	0.146955319	NA	5.67E-05	NA	NA	NA	0.775908529	0.599404973	NA	NA	0.800690119	0.653734799	0.972	0.951	0.001086091	93	55
ASM259	11	18	3347	2528	0.018945036	NA	0.0639	0.0458	0.97	0.0541	NA	0.410242824	0.40397426	0.7035	0.7275	NA	NA	0.976	0.997	0.031455712	35.33333333	34.66666667
ASM260	11	13	1021	1220	0.926779726	0.118474427	0.174	0.375	NA	0.0576	NA	0.837726053	0.780985147	0.580166667	0.674333333	0.392857143	0.274382716	0.994	0.997	0.118118642	24.33333333	16
ASM261	2	5	2793	2006	0.469505541	0.132397504	NA	3.87E-09	NA	NA	NA	0.972792043	0.985111498	NA	NA	0.818954248	0.951351753	0.982	0.996	0.033739121	21	16.66666667
ASM262	3	5	1736	1452	0.137130197	0.108948568	1	0.666	0.0234	0.051	NA	0.847529377	0.749169116	0.971666667	0.971333333	0.857864705	0.773277396	0.885	0.742	0.00012014	94.33333333	132
ASM263	2	3	309	314	0.555595482	NA	NA	NA	NA	NA	NA	0.737455119	0.663291243	NA	NA	NA	NA	NA	NA	0.816676257	15	18
ASM264	2	4	117	32	0.14293635	NA	NA	NA	NA	NA	NA	0.787957563	0.999569678	NA	NA	NA	NA	NA	NA	NA	2	6.666666667
ASM265	4	7	443	406	0.365333193	0.116643489	0.233	0.039	NA	0.101	NA	0.506763655	0.407572512	0.899333333	0.710333333	0.399392249	0.354991385	0.853	0.865	0.041945667	31.33333333	36
ASM266	8	14	17364	17682	0.065644915	NA	0.407	0.999	0.152	0.0381	NA	0.617293216	0.699519387	0.583333333	0.625666667	NA	NA	0.991	0.997	NA	0	0
ASM267	2	3	1473	1058	0.439944064	NA	1	9.04E-06	NA	NA	SE	0.966123711	0.989511315	0.974	0.984333333	NA	NA	0.97	0.981	0.881278299	74.66666667	115.3333333
ASM268	2	3	3309	3013	0.399073185	NA	NA	NA	NA	NA	NA	0.654048673	0.776470777	NA	NA	NA	NA	NA	NA	0.161313102	20.66666667	21
ASM269	10	17	13681	13397	0.236064216	0.080419423	0.664	0.136	0.262	0.0248	NA	0.495660869	0.550312374	0.87675	0.884916667	0.829384153	0.909803576	0.988	0.996	0.002197638	114.3333333	120
ASM270	7	17	2306	2284	0.976381554	NA	NA	0.925	NA	0.0821	NA	0.465412752	0.456313112	NA	NA	NA	NA	0.996	0.997	NA	0	0
ASM271	12	43	9137	7358	0.654663556	0.26957672	0.0996	0.194	0.119	0.0884	NA	0.527730925	0.523523128	0.9045	0.815666667	0.430555556	0.693055556	0.997	0.996	0.006275251	12.66666667	18.33333333
ASM272	3	7	72	120	0.030195503	NA	NA	NA	NA	NA	NA	0.940620618	0.802448124	NA	NA	NA	NA	NA	NA	NA	2	1.666666667
ASM273	9	17	8635	13055	0.564198362	0.011344538	1	3.01E-06	0.51	0.0467	NA	0.337998082	0.453113256	0.954666667	0.952	0.952380952	0.96372549	0.966	0.955	0.725287763	18.33333333	13
ASM274	7	6	1939	1792	0.927764164	0.028985507	1	0.000432	0.763	0.0335	NA	0.88789461	0.888178624	0.965666667	0.962	0.971014493	0.984126984	0.942	0.934	0.983372542	18	21.33333333
ASM275	2	8	7491	25999	0.191705831	0	NA	NA	NA	NA	NA	0.654960907	0.660323129	NA	NA	1	1	NA	NA	0.99999944	589.3333333	191
ASM276	12	23	438	34122	0.010987618	0.037409089	0.000102	NA	NA	0.0561	NA	0.990553758	0.955266575	1	0.919666667	1	0.962590911	NA	NA	0.999998211	465	7
ASM277	2	3	264	167	0.684465844	NA	0.03	NA	NA	NA	NA	0.701292716	0.605678724	0.534	0.722333333	NA	NA	NA	NA	NA	6.333333333	8.666666667
ASM278	2	3	8390	8808	0.684657758	NA	1	1.60E-18	NA	NA	SE	0.993638094	0.996591837	0.994333333	0.997666667	NA	NA	0.993	0.997	0.598927882	623	641.3333333
ASM279	2	4	9179	9359	0.750215178	NA	1	1.05E-46	NA	NA	ASS	0.971717226	0.969633082	0.998666667	0.998666667	NA	NA	0.997	0.997	0.237520522	623	641.3333333
ASM280	2	5	5313	4868	0.87571704	0.07497595	NA	NA	NA	NA	NA	0.953458926	0.96689957	NA	NA	0.903679654	0.828703704	NA	NA	0.296739198	9.666666667	24
ASM281	2	4	2530	2663	0.664401763	NA	1	3.35E-16	NA	NA	NA	0.994168589	0.997462881	0.994	1	NA	NA	0.993	0.998	0.989980588	222	220.6666667
ASM282	3	8	7830	8647	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	0.999999958	222	220.6666667
ASM283	2	4	5199	4593	0.002469604	0.149508853	NA	NA	NA	0.0616	NA	0.630794431	0.78865526	NA	NA	0.644627871	0.794136724	NA	NA	5.74E-10	223.6666667	255.3333333
ASM284	9	10	1436	789	0.019703946	0.111196231	0.364	0.093	NA	0.166	NA	0.334335874	0.289704477	0.881555556	0.914444444	0.485946626	0.597142857	0.989	0.993	0.107416549	27.66666667	64.66666667
ASM285	2	3	195	182	0.169129748	0.021985905	NA	0.013	NA	NA	NA	0.883291182	0.957973975	NA	NA	0.903996487	0.882010582	0.869	0.9	0.619165418	28.33333333	25
ASM286	8	15	923	243	NA	NA	0.00765	NA	NA	NA	NA	NA	NA	0.612	0.703	NA	NA	NA	NA	NA	2	7.666666667
ASM287	3	6	107	78	0.004022407	NA	NA	NA	NA	NA	NA	0.328082155	0.964107185	NA	NA	NA	NA	NA	NA	NA	1.666666667	2.333333333
ASM288	2	3	2037	2022	0.630690613	0.002380952	NA	NA	NA	0.0719	ASS	0.575333998	0.567938886	NA	NA	0.564285714	0.566666667	NA	NA	0.964996383	17	20.66666667
ASM289	16	17	1855	1835	0.476328175	0.040890269	0.0656	0.0706	0.246	0.0314	NA	0.68613488	0.673781072	0.85447619	0.879047619	0.899703557	0.938609699	0.961	0.949	0.341834676	22	23
ASM290	2	6	11085	8741	0.797201178	NA	NA	2.38E-05	NA	0.0412	NA	0.998073981	0.995509385	NA	NA	NA	NA	0.997	0.996	0.999993003	65.33333333	109
